x,y,speed,lookahead
3.4120881613259497,-0.5409302350961468,7,1.89
3.475841406381714,-0.5402314628039049,7,1.89
3.5395917233195995,-0.5397785321676758,7,1.89
3.6033350052529913,-0.5397976449747469,7,1.89
3.667076566403739,-0.540019209281067,7,1.89
3.7308180530062747,-0.5403444922611674,7,1.89
3.7945589125990247,-0.5407862851271277,7,1.89
3.858298592720418,-0.5413573790910267,7,1.89
3.922036540908869,-0.5420705653649431,7,1.89
3.9857722047028052,-0.5429386351609563,7,1.89
4.049504129502864,-0.5440873053956886,7,1.89
4.113232180738344,-0.5455607979729561,7,1.89
4.176958200239496,-0.5472044477965738,7,1.89
4.24068403352353,-0.5488631862451009,7,1.89
4.304411526107642,-0.5503819446970959,7,1.89
4.3681425235090465,-0.5516056545311181,7,1.89
4.4318787160584,-0.5524308322300733,7,1.89
4.495619774200061,-0.553030601791841,7,1.89
4.559364070486991,-0.5534390049774652,7,1.89
4.623109967844439,-0.5536577503412288,7,1.89
4.686855829197646,-0.5536885464374149,7,1.89
4.750600017471864,-0.5535331018203068,7,1.89
4.814340946517612,-0.553192943127163,7,1.89
4.878080851129182,-0.5526577398301841,7,1.89
4.941820782438012,-0.5519269753579488,7,1.89
5.005559485151695,-0.5510094423279723,7,1.89
5.069295703977826,-0.5499139333577697,7,1.89
5.133028183624005,-0.5486492410648555,7,1.89
5.1967556687978265,-0.5472241580667448,7,1.89
5.260481627835533,-0.5456895761331397,7,1.89
5.32421432024749,-0.5441169526739514,7,1.89
5.387946478156522,-0.5424170892287541,7,1.89
5.451670014069095,-0.5404928858812943,7,1.89
5.515376840491681,-0.5382472427153191,7,1.89
5.579058869930744,-0.535583059814575,7,1.89
5.6427099570141594,-0.5324183701914312,6.999791353477965,1.8899456396664587
5.706350361588813,-0.528897362467245,6.999113252281351,1.8897689685824497
5.769978903685901,-0.5250426420925531,6.9984351510847365,1.889592297498441
5.833584317454565,-0.5208039454259782,6.997757049888122,1.889415626414432
5.897155337043952,-0.5161310088261422,6.997078948691508,1.889238955330423
5.9606806966032115,-0.5109735686516671,6.996400847494894,1.8890622842464142
6.02414913028148,-0.5052813612611757,6.99572274629828,1.8888856131624052
6.087620770576038,-0.4992834714482763,6.978064101326537,1.8842848663050578
6.151147147638643,-0.4931839587711607,6.958464822780494,1.8791785107879004
6.214647766295112,-0.48667605748170345,6.938865544234451,1.874072155270743
6.278041075595296,-0.47944889629335935,6.919266265688408,1.8689657997535851
6.341245524589035,-0.47119160391958415,6.899666987142364,1.8638594442364278
6.404179562326177,-0.4615933090738327,6.8800677085963216,1.8587530887192703
6.466816604780609,-0.45047527929198894,6.803895519985799,1.852777105918758
6.529401002609035,-0.4384017168261248,6.668172899728457,1.845885725977873
6.591856573417522,-0.4253123020907498,6.5324502794711155,1.8389943460369875
6.65404368383334,-0.4110050749573018,6.396727659213767,1.832102966096102
6.7158227004837485,-0.39527807529722003,6.261005038956426,1.8252115861552165
6.7770539899960145,-0.3779293429819419,6.125282418699085,1.818320206214331
6.837598943786491,-0.3587568644990003,6,1.8109595905735427
6.897538634439159,-0.33762905231663687,6,1.7979681465339175
6.956982742327004,-0.3146943603033965,6,1.7849767024942915
7.015910218600346,-0.2901682015461243,6,1.7719852584546663
7.074300014409515,-0.264265989131663,6,1.758993814415041
